SA1_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
30504113524,35,2734,1008,350,3166,0.9,2035,2.2
30504113525,30,2326,1273,500,3100,0.9,2462,2.1
30504113526,29,1790,1261,500,2559,1.1,2059,1.9
30504113527,32,1733,1365,470,2714,1,2155,1.7
30504113528,29,1663,1118,370,2468,1,1800,1.8
30504113529,37,2140,1412,480,2924,1,2241,1.7
30504113530,29,1500,1154,425,2250,1.3,1979,1.6
30504113601,39,3280,1199,275,3549,0.8,2333,2.5
30504113602,31,3171,1269,540,3650,0.8,3143,3
30504113603,34,3250,1210,525,3659,0.8,3132,2.7
30504113604,35,3000,1137,320,4062,0.8,2531,2.5
30504113605,37,2167,888,425,2833,0.8,1987,2.2
30504113606,32,2485,1160,375,3471,0.9,2322,2.4
30504113607,33,2600,1274,460,3444,0.8,2568,2.5
30504113608,33,3250,1215,390,3976,0.9,3017,2.6
30504113609,35,2167,1102,413,3187,0.9,2341,2.3
30504113610,33,2913,1437,610,4250,0.8,3437,2.5
30504113611,33,2500,1224,520,3227,0.8,2399,2.4
30504113612,28,2687,1008,493,2428,0.9,2250,2.4
30504113613,34,2500,975,355,3181,0.8,1800,2.1
30504113614,27,2000,866,400,2250,1,1551,2
30504113615,0,0,0,0,0,0,0,0
30504113701,34,1679,938,380,2583,0.9,1886,2
30504113702,30,1614,837,395,2036,1,1511,1.9
30504113703,41,2620,1192,500,3303,0.8,3033,2.9
30504113704,33,2902,1260,500,3908,0.8,3681,3
30504113705,39,3000,1339,490,3550,0.8,3274,2.8
30504113706,38,3174,1037,565,4636,0.7,3399,2.9
30504113707,33,2184,1158,430,3468,0.8,2329,2.3
30504113708,44,2348,661,338,3049,0.8,2055,2.4
30504113709,33,2257,1257,476,3607,0.9,3087,2.7
30504113710,29,1365,841,465,2624,0.7,2092,2.2
30504113711,31,2000,961,450,2633,0.9,1928,2.1
30504113714,27,1958,765,485,2343,1,2028,2
30504113715,23,1668,640,445,2416,0.8,2038,2.4
30504113716,31,1606,955,413,2035,1,1674,1.9
30504113717,36,3000,1324,505,3777,0.8,3333,2.8
30504113718,33,2626,1147,400,3770,0.8,2961,2.7
30504113719,31,1600,940,375,2230,0.9,1606,1.8
30504113720,31,2167,1072,360,3083,0.9,2009,2.3
30504113721,30,1657,931,400,2339,0.9,1863,2.2
30504113722,27,1527,939,420,2305,0.9,1570,1.9
30504113723,31,1700,985,380,2321,0.9,1679,1.9
30504113724,30,1514,967,395,2518,0.8,1835,2.1
30504113726,25,1600,612,440,1625,1.1,1098,1.6
30504113727,40,1855,1197,440,2449,0.9,2083,1.9
30504113728,32,1365,1184,423,2449,1.1,1920,1.8
30504113729,25,1842,473,561,1958,1,1589,1.8
30504113730,39,2300,1054,450,2277,0.7,1801,1.8
30504113731,27,1990,922,450,1895,1.2,1484,1.8
30504113732,27,1417,973,500,1850,1.2,1823,1.9
30504113733,29,1571,959,375,2079,1.1,1562,1.8
30601113801,37,1733,965,433,2528,0.8,2173,2.8
30601113802,35,1560,925,430,2294,0.8,2044,2.9
30601113803,40,1950,1111,500,2612,0.7,2411,2.9
30601113804,36,1717,757,390,2087,0.8,1958,2.9
30601113805,36,1517,843,430,2097,0.8,1875,2.7
30601113806,42,1733,860,445,2227,0.8,2113,2.8
30601113807,36,1733,1060,460,2733,0.8,2374,2.9
30601113808,42,1975,1029,428,2531,0.9,2388,3
30601113809,38,1690,949,470,2117,0.7,2011,2.8
30601113810,44,1700,879,400,2236,0.8,2125,2.8
30601113811,37,1733,1067,450,2326,0.8,2294,2.8
30601113812,49,1777,823,340,2232,0.9,1431,2.4
30601113813,39,2000,1129,496,2613,0.7,2594,3
30601113814,42,1950,1034,430,2700,0.8,2833,3.2
30601113901,50,1850,867,495,2151,0.7,2058,2.5
30601113904,50,1950,784,420,2098,0.7,1731,2.3
30601113905,45,1733,857,450,2095,0.7,1887,2.6
30601113907,42,1950,906,510,2160,0.7,1904,2.6
30601113909,62,1327,853,420,1593,0.7,1262,1.8
30601113910,45,1733,841,360,1758,0.8,1506,2.4
30601113911,45,2184,989,500,2703,0.8,2656,3.1
30601113913,52,1957,702,490,1821,0.6,1455,2.3
30601113914,45,1517,722,420,1735,0.7,1527,2.3
30601113915,40,1700,892,420,1945,0.7,1675,2.4
30601113916,40,1500,709,380,1968,0.7,1392,2.5
30601113917,44,1517,793,450,1859,0.7,1687,2.5
30601113918,52,2292,1043,740,2476,0.7,2379,2.4
30601113919,38,1727,803,420,2042,0.7,1716,2.7
30601113920,44,1452,906,450,2062,0.7,1773,2.4
30601113922,72,0,458,319,1125,1.1,777,1.1
30601113923,42,980,771,350,1393,0.8,1193,1.9
30601113924,50,1600,762,523,1791,0.7,1491,2.5
30601113925,50,1850,748,400,1820,0.7,1567,2.3
30601113926,45,1733,970,390,2192,0.8,1949,2.3
30601113927,62,1150,684,320,1649,0.8,1016,1.7
30601113928,58,1500,842,395,1906,0.8,1566,2
30601113929,44,1532,837,360,1974,0.8,1638,2.5
30601113930,39,2135,957,510,2550,0.7,2439,3
30601113931,62,1350,790,330,1787,0.8,1323,1.8
30601113932,57,1700,624,400,2083,0.6,1420,2.2
30601113933,56,1210,764,440,1792,0.7,1385,2
30601114001,38,1671,1172,380,2445,0.8,2145,2.6
30601114002,42,1300,988,330,1854,0.8,1333,1.8
30601114003,47,1975,1155,368,2675,0.7,2250,2.6
30601114004,70,0,425,170,0,0.9,399,1.3
30601114005,41,1625,904,360,2305,0.7,2068,2.6
30601114006,40,1517,1040,325,2147,0.8,1698,2.2
30601114007,44,1800,993,400,2411,0.7,2033,2.6
30601114008,40,1498,905,320,2208,0.8,1687,2.3
30601114009,40,1652,908,400,2031,0.8,1817,2.6
30601114010,0,0,0,0,0,0,0,0
30601114101,35,1718,909,360,2265,0.8,1988,2.7
30601114102,45,2600,1158,668,3474,0.8,3299,3.1
30601114103,37,1733,803,420,2239,0.8,2080,3
30601114104,40,1724,928,385,2386,0.9,2159,3
30601114105,37,1560,850,410,2353,0.8,2042,2.7
30601114106,38,1733,992,420,2428,0.8,2410,3.2
30601114107,40,2383,1109,800,3416,0.8,3550,3.5
30601114108,29,1733,951,450,2265,0.8,2053,2.9
30601114109,34,1733,972,450,2374,0.8,2231,3.1
30601114110,42,1950,978,495,2916,0.8,2781,3.1
30601114111,43,1950,1088,483,2678,0.7,2557,2.9
30601114112,41,2028,968,420,2405,0.7,2068,2.5
30601114113,37,1733,1019,505,2685,0.8,2567,3
30601114114,44,2167,976,450,2399,0.7,2189,2.7
30601114115,43,2600,1025,550,2821,0.7,2785,3.1
30601114117,43,1733,1092,400,2536,0.7,2294,2.6
30601114118,61,1300,620,345,1476,0.7,1221,2
30601114119,36,1408,776,343,1875,0.7,1553,2.5
30601114120,0,0,0,0,0,0,0,0
30601114122,66,1192,821,305,1593,0.9,1187,1.9
30601114123,35,1763,1020,490,2419,0.8,2294,3
30601114124,35,1733,815,460,2230,0.8,2078,3
30601114125,40,2232,1045,300,2305,0.9,2312,3
30601114126,29,1961,907,485,2389,0.9,2351,3.6
30601114127,53,1874,721,465,2708,0.9,1555,3
30601114128,55,1573,640,350,1821,0.8,1337,2.3
30601114129,39,1692,869,398,2048,0.7,1823,2.6
30601114130,39,3400,1874,200,6333,1,6333,3.8
30601114131,37,1408,1037,360,2102,0.9,1544,2.3
30601114132,33,1863,931,490,2547,0.9,2531,3.4
30601114133,34,2134,1203,490,2725,0.8,2631,3.3
30601114134,0,0,0,0,0,0,0,0
30601114135,15,400,112,0,5500,1.1,4999,5.3
30601114136,35,2000,972,480,2540,0.8,2426,3.2
30601114201,38,1733,773,400,2098,0.7,1708,2.7
30601114205,48,2230,1005,430,2600,0.7,2360,2.7
30601114206,36,1625,812,380,2100,0.8,1762,2.7
30601114207,40,1625,778,370,1875,0.8,1800,2.7
30601114208,45,1882,900,450,2468,0.7,2047,2.5
30601114209,33,1200,665,370,1513,0.8,1187,2.1
30601114210,43,1400,739,365,1819,0.7,1431,2.2
30601114213,40,1725,862,500,2270,0.7,2107,2.7
30601114214,52,1394,908,350,1613,0.8,1315,2
30601114215,57,1083,805,330,1805,0.8,960,1.6
30601114216,42,1544,825,375,1812,0.8,1475,2.2
30601114221,48,1410,698,320,1451,0.8,1222,1.9
30601114222,0,0,0,0,0,0,0,0
30601114223,37,1517,737,383,2131,0.8,1771,2.7
30601114224,50,1892,755,545,1890,0.7,1708,2.5
30601114225,42,1625,786,350,1779,0.8,1533,2.4
30601114226,39,1500,729,375,1702,0.8,1402,2.4
30601114227,40,2167,872,550,2617,0.7,2380,2.8
30601114228,25,2167,574,280,1375,0.9,1312,3
30601114229,33,1733,991,448,2266,0.7,2076,2.7
30601114230,44,2500,1033,495,2803,0.7,2360,2.6
30601114231,23,1600,383,398,1875,0.9,1937,2.9
30601114233,38,1689,781,450,2011,0.8,1773,2.7
30601114234,35,1668,811,300,1837,0.9,1613,2.7
30601114235,35,1727,856,460,2140,0.7,1924,2.8
30601114236,31,1950,1029,473,2322,0.7,2257,2.8
30601114237,39,2200,1176,525,2643,0.7,2597,2.8
30601114238,33,1733,902,490,2222,0.8,2166,3.2
30601114239,41,1600,645,375,1825,0.8,1153,2.2
30601114240,34,1636,1062,480,2194,0.8,2042,2.8
30601114241,30,1691,927,470,2140,0.7,2043,2.7
30601114242,36,1733,940,475,2092,0.7,2011,2.7
30601114243,39,2122,1042,490,2886,0.8,2692,3.1
30601114244,30,1900,1056,485,2611,0.8,2446,3
30601114245,33,1731,969,465,2152,0.7,2036,2.9
30601114246,33,1733,900,470,2021,0.7,1924,2.6
30601114247,48,1500,803,400,2039,0.8,1593,2.5
30601114248,21,2550,391,240,3416,0.9,3150,3.4
30601114249,33,1733,1002,476,2154,0.8,2062,2.7
30601114250,61,1517,919,395,2250,0.7,1267,1.7
30601114251,31,1654,839,460,2095,0.8,2049,3
30601114301,0,0,0,0,0,0,0,0
30601114302,57,0,0,0,0,0,0,1
30601114303,50,1400,792,330,2033,0.7,1308,1.9
30601114304,45,1284,771,300,1764,0.7,1262,2
30601114305,42,1650,771,365,1875,0.8,1758,2.6
30601114306,44,1116,740,280,1406,0.8,1017,1.9
30601114307,43,1517,826,385,1781,0.7,1625,2.4
30601114308,45,1582,756,350,1728,0.8,1448,2.4
30601114309,48,1430,827,300,1875,0.8,1375,2
30601114310,47,1400,900,373,2139,0.8,1536,2.2
30601114311,53,1733,793,375,1875,0.9,1524,2.3
30601114312,54,1733,733,330,1792,0.8,1151,1.8
30601114313,42,0,474,350,1625,1.2,1124,2.5
30601114314,44,1027,773,323,1339,0.8,1085,1.7
30601114315,44,1400,770,318,1875,0.7,1360,2.2
30601114316,44,1446,747,340,1652,0.8,1433,2.4
30601114317,48,1733,814,320,2070,0.8,1460,2.3
30601114318,45,1164,735,300,1354,0.9,1081,1.8
30601114319,46,1083,811,300,1562,0.8,1116,1.6
30602114401,36,1300,596,300,1287,0.8,1099,2.4
30602114402,29,1300,654,350,1575,0.9,1476,3
30602114403,33,1200,700,350,1781,0.8,1593,2.9
30602114404,30,1343,637,320,1458,0.9,1555,3.1
30602114405,36,1430,718,360,1857,0.7,1647,2.6
30602114406,35,1692,953,365,2281,0.7,1916,2.6
30602114407,37,1612,909,405,2120,0.8,2016,2.8
30602114408,36,1400,697,355,1644,0.9,1518,2.8
30602114409,31,1733,969,410,2244,0.8,2179,3
30602114410,39,1733,828,373,2091,0.8,1962,2.9
30602114411,34,1560,982,380,2545,0.8,2100,2.9
30602114412,32,1387,854,325,2062,0.9,1770,3.1
30602114413,29,1733,908,430,2193,0.9,2198,3.3
30602114414,30,1920,939,460,2208,0.8,2155,3.2
30602114415,27,1408,728,410,1875,0.8,1821,3.2
30602114416,26,1300,721,390,1640,0.9,1511,3.1
30602114417,28,1257,691,355,1541,0.9,1375,2.9
30602114418,27,1717,913,423,2192,0.8,2163,3.4
30602114501,37,1509,839,280,1713,0.9,1284,2
30602114503,37,1083,745,295,1430,0.9,1292,2.2
30602114504,53,1950,1256,515,2446,0.8,2058,1.8
30602114507,53,1250,695,350,2050,1.1,1281,1.6
30602114508,37,1270,892,320,1699,1,1507,1.9
30602114509,42,1517,743,300,1660,1,1283,1.8
30602114510,35,1387,795,370,1792,0.9,1368,1.9
30602114511,35,1300,873,345,1981,0.9,1411,1.9
30602114512,34,1356,1036,375,2428,0.9,1696,2.3
30602114514,34,1517,809,380,1988,0.8,1464,1.9
30602114515,29,1580,692,350,1437,0.9,1166,2.6
30602114516,28,1400,700,172,1812,0.8,1018,2.7
30602114517,32,900,753,300,1328,0.9,1210,1.9
30602114518,33,1260,765,293,1521,0.9,1293,2.2
30602114519,32,1300,873,346,1609,0.9,1361,2
30602114520,48,1300,593,130,1515,1,658,1.8
30602114521,46,1606,1067,390,2094,0.9,1649,1.9
30602114522,41,2167,1067,595,2843,0.9,1921,1.8
30602114523,38,1000,790,300,1642,0.9,1216,1.9
30602114524,42,1150,965,390,1857,1,1478,1.7
30602114525,50,1254,806,450,1958,0.8,1513,2
30602114526,31,1231,843,380,1687,0.8,1492,2.2
30602114527,36,2000,906,550,2288,0.8,1800,2
30602114528,35,1001,773,300,1600,1,1218,1.9
30602114529,33,1000,857,280,1452,1,1073,2
30602114601,42,1517,823,350,1715,0.7,1462,2.4
30602114602,46,1733,905,425,2359,0.7,1951,2.6
30602114603,50,1097,567,325,1293,0.8,741,1.7
30602114604,55,1408,635,280,1591,0.9,1088,2.1
30602114605,43,1300,700,260,1583,0.9,888,1.9
30602114606,42,1517,762,360,2053,0.7,1602,2.5
30602114607,40,1593,753,330,1687,0.8,1325,2.6
30602114608,37,1447,690,212,1916,0.8,1481,2.7
30602114609,41,1807,952,430,2539,0.7,2216,2.7
30602114610,44,1733,951,455,2305,0.7,2169,2.7
30602114611,49,1794,1030,395,3027,0.7,2542,2.6
30602114612,46,1684,808,373,1699,0.7,1458,2.3
30602114613,42,1733,937,435,2297,0.7,2184,2.7
30602114614,40,1517,854,388,2044,0.7,1916,2.6
30602114615,40,1517,873,380,2157,0.8,1895,2.7
30602114616,44,1950,1047,433,2367,0.7,2198,2.5
30602114617,40,1600,766,395,1829,0.7,1769,2.7
30602114701,38,1404,696,350,1562,0.8,1356,2.6
30602114702,51,1100,561,230,1300,0.9,725,1.6
30602114703,44,1300,644,230,1458,0.9,991,2.3
30602114704,40,1733,637,305,1625,0.7,1397,2.6
30602114705,45,1517,601,295,1520,0.8,1275,2.7
30602114706,29,1365,767,400,1949,0.9,1912,3.2
30602114707,29,1704,857,420,2019,0.8,1974,3.2
30602114708,30,1300,747,340,1708,0.9,1406,2.9
30602114709,33,1387,745,310,1764,0.8,1476,2.7
30602114710,35,1348,896,350,2050,0.8,1910,2.7
30602114711,35,1192,570,260,1031,0.9,840,2.1
30602114712,36,1347,681,265,1488,0.9,1329,2.8
30602114713,39,1502,767,360,1770,0.8,1462,2.6
30602114714,36,1733,908,400,2423,0.8,2284,3.1
30602114715,32,1498,771,360,2175,0.8,2017,3.2
30602114716,31,1517,789,380,1937,0.8,1769,2.9
30602114719,37,1300,767,295,1771,0.9,1555,2.6
30602114720,32,1474,681,326,1731,0.8,1637,3
30602114721,39,1517,906,400,2178,0.8,1977,2.8
30602114722,47,2000,1083,765,3094,0.7,3143,2.9
30602114723,30,1336,836,365,1875,0.8,1712,3
30602114724,29,1500,828,383,1906,0.8,1817,3.1
30602114725,28,1517,868,400,1902,0.8,1894,3.3
30602114726,29,1733,953,420,2157,0.8,2111,3.1
30602114801,38,2415,972,273,2194,0.8,2055,2.8
30602114802,45,2123,946,315,2315,0.8,2080,2.6
30602114803,48,1717,495,150,1468,1.1,1562,2.6
30602114804,38,1300,741,342,1518,0.7,1336,2.6
30602114805,47,2069,1035,450,2571,0.7,2553,2.9
30602114806,36,1453,715,296,1652,0.9,1476,2.8
30602114807,44,1291,634,269,1375,0.8,1197,2.4
30602114808,33,1300,759,355,1946,0.8,1656,2.8
30602114809,38,1733,886,400,2312,0.8,2217,2.9
30602114810,31,1733,927,410,2250,0.8,2033,3.1
30602114811,29,1679,1022,420,2261,0.7,2132,2.8
30602114812,48,1300,612,283,1531,0.7,1196,2.3
30602114813,46,1473,552,268,1339,0.8,1231,2.4
30602114814,47,1196,627,200,1792,0.8,1312,2.3
30602114815,51,1173,640,280,1330,0.8,1047,2.2
30602114816,38,1132,822,260,1800,0.8,1474,2.5
30602114817,40,1235,627,260,1604,0.8,1214,2.6
30602114818,50,1950,823,245,1924,0.9,1428,2.4
30602114819,34,1796,729,325,2115,0.7,1888,2.8
30602114820,31,1582,995,440,2255,0.7,2135,2.9
30602114821,52,1884,777,650,2041,0.7,2031,2.8
30602114822,37,2000,957,500,2420,0.8,2269,2.9
30602114823,44,2102,911,400,2431,0.8,2299,3
30602114901,38,1408,686,363,1644,0.9,1562,2.9
30602114902,43,1636,709,380,1765,0.8,1479,2.7
30602114903,39,1950,1015,500,2966,0.7,2750,3
30602114904,49,1788,1012,470,2696,0.7,2533,2.6
30602114905,36,2210,1064,535,2657,0.8,2620,3.1
30602114906,44,1584,1111,400,2583,0.8,2130,2.5
30602114907,45,2000,962,528,2829,0.7,2552,2.7
30602114908,47,1604,1036,400,2250,0.7,2200,2.5
30602114909,0,0,0,0,0,0,0,0
30602114910,45,1575,783,470,2250,0.7,2083,2.9
30602114911,44,1559,825,413,2027,0.7,1562,2.5
30602114912,46,1517,816,375,1478,0.7,1687,2.3
30602114913,39,1517,768,350,1897,0.7,1733,2.6
30602114914,23,1200,412,220,1025,1.2,1156,3.9
30602114915,45,1473,831,390,1817,0.8,1683,2.4
30602114916,44,1648,765,435,2150,0.7,1850,2.6
30602114917,37,1500,707,390,1541,0.8,1489,2.6
30602114919,38,1300,586,270,1338,0.9,1035,2.3
30602114920,37,959,833,280,1833,0.9,1208,1.9
30602114921,54,1300,490,260,1307,0.9,1199,2.2
30602114922,42,1665,640,350,1857,0.7,1583,2.7
30602114923,45,1300,846,320,1760,0.7,1414,2
30602114924,30,1100,560,325,1309,0.9,1201,2.8
30602114925,39,1700,861,480,2214,0.7,2150,2.9
30602114926,38,1669,919,430,2360,0.7,2161,2.9
30602115001,10,0,1499,0,2750,2,2750,6
30602115101,39,670,815,270,1458,0.9,1048,1.6
30602115102,39,1021,695,315,1330,0.9,1120,2
30602115103,37,833,795,280,1358,0.9,1020,1.7
30602115104,38,936,682,270,1416,0.9,1011,1.9
30602115105,36,1498,675,310,1674,0.9,1388,2.5
30602115106,27,1092,544,230,1281,1,1180,2.7
30602115107,36,1192,560,208,1268,0.9,1178,2.7
30602115108,36,1300,577,285,1312,0.9,1083,2.5
30602115109,35,1400,492,180,1113,1,955,2.3
30602115110,34,1250,443,200,1156,1,1031,2.9
30602115111,44,940,533,255,1086,0.9,796,1.9
30602115112,35,1300,694,240,1837,0.9,1277,2.3
30602115113,37,1231,560,274,1231,0.9,1087,2.7
30602115114,37,910,777,290,1330,0.9,1155,1.8
30602115115,34,1100,573,260,1261,1.3,941,2.1
30602115201,43,1387,659,345,1575,0.9,1416,2.1
30602115202,34,1248,619,230,1421,1.1,923,2.3
30602115203,49,1040,652,215,1583,0.9,833,1.6
30602115204,38,1042,788,283,1575,0.9,1161,1.9
30602115205,48,1453,680,250,1593,1,1051,1.9
30602115206,41,1084,580,210,1125,1.1,679,1.4
30602115207,34,758,704,260,1447,1.1,1103,2
30602115208,39,1018,543,330,1292,0.8,1134,2.5
30602115209,34,1085,519,225,1093,1.1,846,2.1
30602115210,35,1142,575,245,1375,1,961,2.4
30602115211,37,1463,593,250,1295,0.9,1106,2.4
30602115212,44,1224,754,315,1833,0.7,1550,2.2
30602115213,47,1300,657,270,1571,0.9,1119,2
30602115214,35,1517,664,312,1718,0.9,1323,2.6
30602115301,34,1617,850,410,2125,0.8,1982,2.8
30602115302,38,1486,912,395,1884,0.7,1687,2.4
30602115303,35,1400,846,400,1787,0.7,1511,2.5
30602115304,38,1733,971,420,2405,0.7,2152,2.8
30602115305,44,1733,938,420,2194,0.7,2006,2.6
30602115306,39,1517,923,400,2097,0.7,1765,2.5
30602115307,34,2167,1277,480,2750,0.7,2791,2.9
30602115308,33,1400,695,340,1542,0.8,1347,2.6
30602115309,30,1419,704,370,1676,0.9,1692,3.1
30602115310,37,1456,705,360,1708,0.8,1593,2.8
30602115311,34,1717,934,425,2273,0.7,2228,2.9
30602115312,37,1315,696,320,1562,0.8,1394,2.6
30602115313,34,1473,631,320,1656,0.8,1431,2.8
30602115314,36,1689,869,430,2016,0.7,1862,2.8
30602115315,34,1509,830,370,1875,0.8,1647,2.8
30602115316,38,1620,859,393,2020,0.8,1863,2.8
30602115317,40,1700,817,395,1968,0.8,1833,2.8
30602115318,43,1733,979,410,2411,0.7,2274,2.7
30602115319,43,1432,923,410,2238,0.7,2125,2.8
30602115401,33,1400,787,315,1468,0.9,1303,2.1
30602115403,37,1500,841,363,1778,0.8,1333,2
30602115404,40,650,554,240,1125,1.1,785,1.8
30602115405,37,1343,955,260,1708,1,1125,1.9
30602115406,31,1697,482,190,1062,1.1,1034,2.9
30602115407,41,1434,526,250,1042,1,963,2.1
30602115408,42,1220,696,230,1792,1,978,1.7
30602115409,79,713,474,265,945,0.8,708,1.5
30602115410,36,1300,1093,370,2073,1.1,1722,1.9
30602115411,38,1287,694,340,1699,0.8,1513,2.6
30602115412,35,1473,592,240,1275,1,931,2.1
30602115413,44,1473,657,250,1593,0.9,1208,2.2
30602115414,39,1155,596,250,1357,1,900,2
30602115415,37,1343,662,280,1489,0.9,1256,2.3
30602115416,41,1224,701,265,1593,0.9,1006,1.8
30602115417,41,1918,635,250,1514,0.9,926,1.9
30602115501,54,1083,633,360,1294,0.7,1018,1.8
30602115502,34,1257,550,228,1286,0.9,1267,2.8
30602115503,37,1517,655,300,1426,0.8,1330,2.6
30602115504,29,1600,819,420,1926,0.8,1808,3.1
30602115505,28,1408,639,290,1550,0.9,1455,3.1
30602115506,36,1226,539,260,1163,0.9,1051,2.3
30602115507,31,1148,653,295,1339,0.8,1138,2.7
30602115508,32,1207,762,340,1656,0.8,1509,2.7
30602115509,47,1976,685,380,2340,0.8,2260,2.9
30602115510,0,0,0,0,0,0,0,0
30602115511,39,1300,717,330,1557,0.7,1375,2.3
30602115512,35,1250,750,325,1674,0.8,1449,2.6
30602115601,47,2383,1431,650,3542,0.7,3416,2.6
30602115602,45,1733,1033,474,2704,0.7,2424,2.7
30602115603,47,2167,1025,470,2365,0.7,2234,2.6
30602115604,44,1733,1055,270,2725,0.9,1321,1.8
30602115605,40,2200,1156,410,3166,0.7,2305,2.4
30602115606,35,1517,860,350,2139,0.9,1937,2.6
30602115607,37,1300,883,280,1687,0.9,1208,1.8
30602115608,43,1506,864,340,1949,0.8,1777,2.4
30602115609,41,1517,896,400,1841,0.8,1694,2.6
30602115610,40,1517,874,360,1888,0.8,1692,2.4
30602115611,41,1517,750,290,1642,0.8,1244,2.2
30602115612,0,0,0,0,0,0,0,0
30602115613,38,1016,693,290,1312,0.9,1026,1.8
30602115614,40,1517,825,303,1583,0.8,1195,2.2
30602115615,41,900,721,320,1483,0.8,1240,1.9
30602115616,42,1733,825,430,1974,0.7,1812,2.8
30602115617,43,2167,1019,475,2615,0.7,2309,2.7
30602115618,48,1712,922,380,2274,0.7,1724,2.3
30602115619,45,1950,1190,550,3449,0.7,3023,2.7
30602115620,45,2125,1174,460,2821,0.7,2267,2.5
30602115621,46,1950,1074,398,2816,0.7,2232,2.4
30602115622,44,1777,926,385,2483,0.7,1864,2.3
30602115623,81,927,457,328,850,0.7,634,1.5
30602115701,34,1000,728,325,1398,1,1173,2.2
30602115702,40,1200,531,265,1042,0.8,747,2
30602115703,34,1387,721,350,1575,0.8,1433,2.8
30602115704,36,1268,684,353,1589,0.9,1647,3
30602115705,51,1907,714,240,2069,1,1274,2.2
30602115706,36,1517,646,265,1199,0.9,953,2.3
30602115707,40,1348,698,268,1402,0.7,1011,2.1
30602115708,35,1250,667,255,1515,0.9,1190,2.4
30602115709,42,1257,788,345,1791,0.7,1339,2.4
30602115710,57,0,2500,0,0,0,2250,0
30602115711,44,1363,657,310,1462,0.8,1272,2.4
30602115712,37,1192,586,255,1125,1,983,2.2
30603115801,56,1443,583,150,1416,0.8,1156,2.3
30603115802,43,1571,861,220,2205,0.8,1625,2.5
30603115803,39,1880,740,240,1781,1,1687,3
30603115804,55,1517,594,260,1625,0.9,1180,2.3
30603115806,55,1069,594,250,1437,0.7,1093,2.2
30603115807,52,1065,594,220,1471,0.8,1077,2.2
30603115808,49,1300,746,238,1735,0.8,1537,2.4
30603115809,46,1592,759,290,1781,0.9,1642,2.6
30603115810,43,1600,780,250,2059,0.8,1833,2.7
30603115811,66,1010,460,260,1145,0.7,954,1.8
30603115812,43,1600,693,200,1825,0.9,1702,2.7
30603115813,54,1371,547,220,1575,0.8,1218,2.3
30603115814,41,1300,687,250,1625,0.8,1328,2.5
30603115815,50,868,476,250,982,0.8,858,2.2
30603115816,42,1100,537,198,1542,1,1541,2.7
30603115817,45,900,459,228,1520,0.9,974,2.6
30603115818,47,1473,640,200,1768,0.8,1382,2.4
30603115901,40,1083,669,250,1674,0.8,1260,2.2
30603115902,43,1300,781,280,2055,0.7,1375,2.4
30603115903,40,1018,731,245,1799,0.8,1321,2.3
30603115904,33,989,622,250,1343,0.9,1160,2.7
30603115905,30,1380,841,290,2116,0.9,2100,3.1
30603115906,40,975,638,275,1239,0.8,1090,2.6
30603115907,33,1387,680,260,1583,0.8,1222,2.6
30603115908,31,867,514,210,1140,0.9,1037,2.7
30603115909,66,1300,477,280,1541,0.8,1312,2.4
30603115910,40,1300,487,260,1104,0.8,929,2.4
30603115911,35,665,550,245,1062,0.9,746,2.2
30603115912,39,1122,627,235,1238,0.9,907,2.3
30603115913,38,1287,623,220,1365,1,993,2.3
30603115914,46,970,531,233,933,0.8,746,2.1
30603115915,43,1300,659,250,1412,0.8,1234,2.5
30603115916,38,1062,576,258,1318,0.8,960,2.3
30603115917,41,1083,656,280,1387,0.7,1062,2.2
30603115918,45,1376,620,260,1550,0.8,1125,2.4
30603115919,54,1200,571,233,1325,0.7,1153,2.2
30603115920,48,1083,553,255,1268,0.8,990,2.3
30603115921,59,1205,565,203,1375,0.7,853,1.8
30603115922,40,867,549,270,1199,0.8,951,2.3
30603115923,58,1250,772,245,1850,0.7,1321,2.3
30603115924,50,1647,722,230,1899,0.7,1444,2.4
30603115925,53,1224,595,270,1468,0.8,1055,2.2
30603115927,49,1465,805,250,2069,0.7,1607,2.3
30603115928,36,1138,667,240,1408,0.8,1199,2.5
30603115929,39,1409,623,235,1437,0.8,1213,2.4
30603115930,37,1300,662,210,1470,0.8,1192,2.5
30603115931,52,520,774,200,1874,0.8,1562,2.5
30603115932,55,1008,669,255,1542,0.7,1196,2
30603116001,46,819,505,240,1266,0.8,1039,2.2
30603116002,60,1365,543,280,1196,0.7,936,1.9
30603116003,63,1114,552,285,1237,0.8,1057,2
30603116004,51,1300,584,295,1213,0.9,976,2.2
30603116005,41,1428,720,250,1892,0.8,1406,2.6
30603116006,44,1300,736,290,1821,0.9,1724,2.7
