route_id	service_id	trip_id	trip_headsign	direction_id	block_id	shape_id
451-3396	BT 23_24-35208	26581651-BT 23_24-35208	Darra station	0		4510012
377-3396	BT 23_24-35208	26581652-BT 23_24-35208	Elizabeth Street Stop 87 near Edward St	0		3770003
60-3396	BT 23_24-35208	26581653-BT 23_24-35208	Teneriffe Ferry	0		600061
P344-3396	BT 23_24-35208	26581654-BT 23_24-35208	"City, George St"	0		P3440009
412-3396	BT 23_24-35208	26581655-BT 23_24-35208	St Lucia South	1		4120002
385-3396	BT 23_24-35208	26581656-BT 23_24-35208	Cultural Centre station	0		3850017
153-3396	BT 23_24-35208	26581657-BT 23_24-35208	"Riverside, Creek St"	0		1530005
412-3396	BT 23_24-35208	26581658-BT 23_24-35208	"City, Roma St"	0		4120001
66-3396	BT 23_24-35208	26581659-BT 23_24-35208	RBWH station	0		660014
60-3396	BT 23_24-35208	26581660-BT 23_24-35208	West End Ferry	1		600059
369-3396	BT 23_24-35208	26581661-BT 23_24-35208	Mitchelton station	1		3690003
411-3396	BT 23_24-35208	26581662-BT 23_24-35208	"Spring Hill, Wickham Tce"	0		4110041
111-3396	BT 23_24-35208	26581663-BT 23_24-35208	Roma Street station	0		1110008
390-3396	BT 23_24-35208	26581664-BT 23_24-35208	Brookside Shopping Centre	1		3900008
222-3396	BT 23_24-35208	26581665-BT 23_24-35208	Roma Street station	0		2220003
369-3396	BT 23_24-35208	26581666-BT 23_24-35208	Toombul Interchange	0		3690001
199-3396	BT 23_24-35208	26581667-BT 23_24-35208	West End Ferry	1		1990021
303-3396	BT 23_24-35208	26581668-BT 23_24-35208	Pinkenba Primary	0		3030028
P205-3396	BT 23_24-35208	26581669-BT 23_24-35208	"City, Queen St"	0		P2050039
333-3396	BT 23_24-35208	26581670-BT 23_24-35208	Cultural Centre station	0		3330018
321-3396	BT 23_24-35208	26581671-BT 23_24-35208	"City, Queen St"	0		3210004
235-3396	BT 23_24-35208	26581672-BT 23_24-35208	"Balmoral, Apollo Rd"	1		2350014
390-3396	BT 23_24-35208	26581673-BT 23_24-35208	"City, Queen St"	0		3900012
320-3396	BT 23_24-35208	26581674-BT 23_24-35208	"City, Edward St"	0		3200003
P443-3396	BT 23_24-35208	26581675-BT 23_24-35208	Queen Street station	0		P4430004
301-3396	BT 23_24-35208	26581676-BT 23_24-35208	Cultural Centre station	0		3010004
175-3396	BT 23_24-35208	26581677-BT 23_24-35208	Garden City interchange	1		1750012
345-3396	BT 23_24-35208	26581678-BT 23_24-35208	Cultural Centre station	0		3450012
202-3396	BT 23_24-35208	26581679-BT 23_24-35208	"City, Eagle St at Riverside"	0		2020020
175-3396	BT 23_24-35208	26581680-BT 23_24-35208	"Fortitude Valley, Warner St"	0		1750008
433-3396	BT 23_24-35208	26581681-BT 23_24-35208	"Spring Hill, Wickham Tce"	0		4330026
135-3396	BT 23_24-35208	26581682-BT 23_24-35208	Queen Street station	0		1350012
100-3396	BT 23_24-35208	26581683-BT 23_24-35208	Queen Street station	0		1000009
353-3396	BT 23_24-35208	26581684-BT 23_24-35208	Elizabeth Street Stop 87 near Edward St	0		3530042
359-3396	BT 23_24-35208	26581685-BT 23_24-35208	"City, Queen St"	0		3590012
130-3396	BT 23_24-35208	26581686-BT 23_24-35208	Queen Street station	0		1300006
P221-3396	BT 23_24-35208	26581687-BT 23_24-35208	"City, Ann St Stop 10A at King George Sq"	0		P2210004
460-3396	BT 23_24-35208	26581688-BT 23_24-35208	Queen Street station	0		4600035
467-3396	BT 23_24-35208	26581689-BT 23_24-35208	Oxley station	1		4670038
393-3396	BT 23_24-35208	26581690-BT 23_24-35208	Teneriffe Ferry	0		3930001
222-3396	BT 23_24-35208	26581691-BT 23_24-35208	Carindale interchange	1		2220002
333-3396	BT 23_24-35208	26581692-BT 23_24-35208	Chermside Interchange	1		3330020
306-3396	BT 23_24-35208	26581693-BT 23_24-35208	Toombul interchange	1		3060067
300-3396	BT 23_24-35208	26581694-BT 23_24-35208	Toombul Interchange	1		3000013
320-3396	BT 23_24-35208	26581695-BT 23_24-35208	Chermside Interchange	1		3200005
210-3396	BT 23_24-35208	26581696-BT 23_24-35208	"Fortitude Valley, Ballow St"	0		2100016
452-3396	BT 23_24-35208	26581697-BT 23_24-35208	Darra station	0		4520001
161-3396	BT 23_24-35208	26581698-BT 23_24-35208	Queen Street station	0		1610002
200-3396	BT 23_24-35208	26581699-BT 23_24-35208	Queen Street station	0		2000004
435-3396	BT 23_24-35208	26581700-BT 23_24-35208	Queen Street station	0		4350019
P331-3396	BT 23_24-35208	26581701-BT 23_24-35208	"City, George St"	0		P3310007
598-3396	BT 23_24-35208	26581702-BT 23_24-35208	Indooroopilly Interchange	1		5980013
303-3396	BT 23_24-35208	26581703-BT 23_24-35208	Doomben station	1		3030027
599-3396	BT 23_24-35208	26581704-BT 23_24-35208	Garden City interchange	0		5990020
352-3396	BT 23_24-35208	26581705-BT 23_24-35208	"City, Queen St"	0		3520009
152-3396	BT 23_24-35208	26581706-BT 23_24-35208	Garden City interchange	0		1520004
431-3396	BT 23_24-35208	26581707-BT 23_24-35208	Queen Street station	0		4310001
136-3396	BT 23_24-35208	26581708-BT 23_24-35208	"Spring Hill, The Ridge"	0		1360002
204-3396	BT 23_24-35208	26581709-BT 23_24-35208	"Fortitude Valley, Warner St"	0		2040628
150-3396	BT 23_24-35208	26581710-BT 23_24-35208	Queen Street station	0		1500016
357-3396	BT 23_24-35208	26581711-BT 23_24-35208	"City, Queen St"	0		3570009
599-3396	BT 23_24-35208	26581712-BT 23_24-35208	Chermside Interchange	0		5990014
61-3396	BT 23_24-35208	26581713-BT 23_24-35208	Coorparoo Junction	0		610016
169-3396	BT 23_24-35208	26581714-BT 23_24-35208	Eight Mile Plains - UQ loop	0		1690007
213-3396	BT 23_24-35208	26581715-BT 23_24-35208	Carindale interchange	1		2130040
66-3396	BT 23_24-35208	26581716-BT 23_24-35208	RBWH station	0		660014
385-3396	BT 23_24-35208	26581717-BT 23_24-35208	The Gap park 'n' ride	1		3850018
302-3396	BT 23_24-35208	26581718-BT 23_24-35208	Fison Ave	1		3020021
199-3396	BT 23_24-35208	26581719-BT 23_24-35208	"Teneriffe, Commercial Rd"	0		1990020
61-3396	BT 23_24-35208	26581720-BT 23_24-35208	Ashgrove Village	1		610018
P137-3396	BT 23_24-35208	26581721-BT 23_24-35208	"Riverside, Creek St"	0		P1370063
470-3396	BT 23_24-35208	26581722-BT 23_24-35208	Toowong Village	1		4700013
77-3396	BT 23_24-35208	26581723-BT 23_24-35208	"Chermside, Hamilton Rd"	0		770001
338-3396	BT 23_24-35208	26581724-BT 23_24-35208	Chermside Shopping Centre	0		3380022
180-3396	BT 23_24-35208	26581725-BT 23_24-35208	Queen Street station	0		1800002
138-3396	BT 23_24-35208	26581726-BT 23_24-35208	"Riverside, Creek St"	0		1380001
234-3396	BT 23_24-35208	26581727-BT 23_24-35208	Woolloongabba to City loop	0		2340003
334-3396	BT 23_24-35208	26581728-BT 23_24-35208	"City, City Hall"	0		3340004
360-3396	BT 23_24-35208	26581729-BT 23_24-35208	Brookside Shopping Centre	1		3600018
171-3396	BT 23_24-35208	26581730-BT 23_24-35208	"Fortitude Valley, Warner St"	0		1710001
117-3396	BT 23_24-35208	26581731-BT 23_24-35208	Woolloongabba station	0		1170001
375-3396	BT 23_24-35208	26581732-BT 23_24-35208	Bardon	0		3750013
351-3396	BT 23_24-35208	26581733-BT 23_24-35208	"City, Queen St"	0		3510004
113-3396	BT 23_24-35208	26581734-BT 23_24-35208	"City, Eagle St at Riverside"	0		1130012
P141-3396	BT 23_24-35208	26581735-BT 23_24-35208	"City, Creek St"	0		P1410006
375-3396	BT 23_24-35208	26581736-BT 23_24-35208	Stafford City	1		3750011
215-3396	BT 23_24-35208	26581737-BT 23_24-35208	Queen Street station	0		2150016
P206-3396	BT 23_24-35208	26581738-BT 23_24-35208	"Fortitude Valley, Brunswick St"	0		P2060004
227-3396	BT 23_24-35208	26581739-BT 23_24-35208	"City, Edward St"	0		2270003
590-3396	BT 23_24-35208	26581740-BT 23_24-35208	Toombul Interchange	0		5900004
330-3396	BT 23_24-35208	26581741-BT 23_24-35208	Cultural Centre station	0		3300027
444-3396	BT 23_24-35208	26581742-BT 23_24-35208	Queensland Theatre	0		4440024
115-3396	BT 23_24-35208	26581743-BT 23_24-35208	Queen Street station	0		1150002
397-3396	BT 23_24-35208	26581744-BT 23_24-35208	Ferny Grove station	1		3970004
120-3396	BT 23_24-35208	26581745-BT 23_24-35208	Queen Street station	0		1200005
330-3396	BT 23_24-35208	26581746-BT 23_24-35208	"Bracken Ridge, Quinlan St"	1		3300025
379-3396	BT 23_24-35208	26581747-BT 23_24-35208	"City, Adelaide St"	1		3790012
60-3396	BT 23_24-35208	26581748-BT 23_24-35208	Teneriffe Ferry	0		600061
415-3396	BT 23_24-35208	26581749-BT 23_24-35208	"Spring Hill, Wickham Tce"	0		4150007
381-3396	BT 23_24-35208	26581750-BT 23_24-35208	"Spring Hill, Wickham Tce"	0		3810012
185-3396	BT 23_24-35208	26581751-BT 23_24-35208	"Fortitude Valley, Ballow St"	0		1850008
204-3396	BT 23_24-35208	26581752-BT 23_24-35208	"Carina, Clem Jones Centre"	1		2040630
340-3396	BT 23_24-35208	26581753-BT 23_24-35208	Woolloongabba station	0		3400007
174-3396	BT 23_24-35208	26581754-BT 23_24-35208	"Fortitude Valley, Warner St"	0		1740008
66-3396	BT 23_24-35208	26581755-BT 23_24-35208	RBWH-UQ loop	0		660013
453-3396	BT 23_24-35208	26581756-BT 23_24-35208	Queen Street station	0		4530018
470-3396	BT 23_24-35208	26581757-BT 23_24-35208	Teneriffe Ferry	0		4700008
196-3396	BT 23_24-35208	26581758-BT 23_24-35208	Fairfield Gardens	1		1960034
153-3396	BT 23_24-35208	26581759-BT 23_24-35208	"Riverside, Creek St"	0		1530005
184-3396	BT 23_24-35208	26581760-BT 23_24-35208	"Fortitude Valley, Ballow St"	0		1840007
412-3396	BT 23_24-35208	26581761-BT 23_24-35208	"City, Roma St"	0		4120001
209-3396	BT 23_24-35208	26581762-BT 23_24-35208	UQ Lakes station	0		2090017
66-3396	BT 23_24-35208	26581763-BT 23_24-35208	RBWH station	0		660014
160-3396	BT 23_24-35208	26581764-BT 23_24-35208	Queen Street station	0		1600002
111-3396	BT 23_24-35208	26581765-BT 23_24-35208	Roma Street station	0		1110008
60-3396	BT 23_24-35208	26581766-BT 23_24-35208	West End Ferry	1		600059
222-3396	BT 23_24-35208	26581767-BT 23_24-35208	Roma Street station	0		2220003
345-3396	BT 23_24-35208	26581768-BT 23_24-35208	Aspley Hypermarket	1		3450009
333-3396	BT 23_24-35208	26581769-BT 23_24-35208	Cultural Centre station	0		3330018
P205-3396	BT 23_24-35208	26581770-BT 23_24-35208	"City, Queen St"	0		P2050039
199-3396	BT 23_24-35208	26581771-BT 23_24-35208	West End Ferry	1		1990021
300-3396	BT 23_24-35208	26581772-BT 23_24-35208	Cultural Centre station	0		3000003
P455-3396	BT 23_24-35208	26581773-BT 23_24-35208	"City, Eagle St Pier"	0		P4550001
180-3396	BT 23_24-35208	26581774-BT 23_24-35208	Garden City interchange	1		1800003
196-3396	BT 23_24-35208	26581775-BT 23_24-35208	"New Farm, Mountford Rd"	0		1960035
345-3396	BT 23_24-35208	26581776-BT 23_24-35208	Cultural Centre station	0		3450012
P179-3396	BT 23_24-35208	26581777-BT 23_24-35208	"City, Eagle St at Riverside"	0		P1790001
P443-3396	BT 23_24-35208	26581778-BT 23_24-35208	Queen Street station	0		P4430004
118-3396	BT 23_24-35208	26581779-BT 23_24-35208	"Riverside, Creek St"	0		1180004
100-3396	BT 23_24-35208	26581780-BT 23_24-35208	Forest Lake Village	1		1000010
184-3396	BT 23_24-35208	26581781-BT 23_24-35208	Garden City interchange	1		1840006
360-3396	BT 23_24-35208	26581782-BT 23_24-35208	"City, Queen St"	0		3600020
130-3396	BT 23_24-35208	26581783-BT 23_24-35208	Queen Street station	0		1300006
590-3396	BT 23_24-35208	26581784-BT 23_24-35208	Garden City interchange	1		5900003
100-3396	BT 23_24-35208	26581785-BT 23_24-35208	Queen Street station	0		1000009
310-3396	BT 23_24-35208	26581786-BT 23_24-35208	"City, Queen St"	0		3100014
110-3396	BT 23_24-35208	26581787-BT 23_24-35208	Queen Street station	0		1100003
325-3396	BT 23_24-35208	26581788-BT 23_24-35208	"City, Queen St"	0		3250007
335-3396	BT 23_24-35208	26581789-BT 23_24-35208	"City, Queen St"	0		3350008
305-3396	BT 23_24-35208	26581790-BT 23_24-35208	"City, Adelaide St"	0		3050011
111-3396	BT 23_24-35208	26581791-BT 23_24-35208	Eight Mile Plains station	1		1110007
156-3396	BT 23_24-35208	26581792-BT 23_24-35208	"City, Eagle St at Riverside"	0		1560001
P341-3396	BT 23_24-35208	26581793-BT 23_24-35208	"City, George St"	0		P3410004
200-3396	BT 23_24-35208	26581794-BT 23_24-35208	Queen Street station	0		2000004
P331-3396	BT 23_24-35208	26581795-BT 23_24-35208	"City, George St"	0		P3310007
346-3396	BT 23_24-35208	26581796-BT 23_24-35208	Elizabeth Street Stop 87 near Edward St	0		3460031
66-3396	BT 23_24-35208	26581797-BT 23_24-35208	RBWH-UQ loop	0		660013
382-3396	BT 23_24-35208	26581798-BT 23_24-35208	"City, Eagle St Pier"	0		3820001
P426-3396	BT 23_24-35208	26581799-BT 23_24-35208	Queen Street station	0		P4260001
370-3396	BT 23_24-35208	26581800-BT 23_24-35208	"City, Herschel St"	0		3700012
599-3396	BT 23_24-35208	26581801-BT 23_24-35208	Dean St	0		5990022
379-3396	BT 23_24-35208	26581802-BT 23_24-35208	"Grange, Thomas St"	0		3790040
150-3396	BT 23_24-35208	26581803-BT 23_24-35208	Queen Street station	0		1500016
412-3396	BT 23_24-35208	26581804-BT 23_24-35208	St Lucia South	1		4120002
104-3396	BT 23_24-35208	26581805-BT 23_24-35208	PA Hospital station	0		1040017
378-3396	BT 23_24-35208	26581806-BT 23_24-35208	Elizabeth Street Stop 87 near Edward St	0		3780005
385-3396	BT 23_24-35208	26581807-BT 23_24-35208	Cultural Centre station	0		3850017
61-3396	BT 23_24-35208	26581808-BT 23_24-35208	Coorparoo Junction	0		610016
411-3396	BT 23_24-35208	26581809-BT 23_24-35208	University of Queensland	1		4110038
66-3396	BT 23_24-35208	26581810-BT 23_24-35208	RBWH station	0		660014
192-3396	BT 23_24-35208	26581811-BT 23_24-35208	"City, Adelaide St"	0		1920045
60-3396	BT 23_24-35208	26581812-BT 23_24-35208	Teneriffe Ferry	0		600061
P217-3396	BT 23_24-35208	26581813-BT 23_24-35208	"City, Queen St"	0		P2170002
199-3396	BT 23_24-35208	26581814-BT 23_24-35208	"Teneriffe, Commercial Rd"	0		1990020
P137-3396	BT 23_24-35208	26581815-BT 23_24-35208	"Riverside, Creek St"	0		P1370063
61-3396	BT 23_24-35208	26581816-BT 23_24-35208	Ashgrove Village	1		610018
320-3396	BT 23_24-35208	26581817-BT 23_24-35208	"City, Edward St"	0		3200003
117-3396	BT 23_24-35208	26581818-BT 23_24-35208	"Acacia Ridge East, Mitchell St"	1		1170004
212-3396	BT 23_24-35208	26581819-BT 23_24-35208	"Fortitude Valley, Ballow St"	0		2120006
P201-3396	BT 23_24-35208	26581820-BT 23_24-35208	"City, Eagle St at Riverside"	0		P2010002
120-3396	BT 23_24-35208	26581821-BT 23_24-35208	Garden City interchange	1		1200007
180-3396	BT 23_24-35208	26581822-BT 23_24-35208	Queen Street station	0		1800002
444-3396	BT 23_24-35208	26581823-BT 23_24-35208	"Moggill, Moggill Rd"	1		4440023
P141-3396	BT 23_24-35208	26581824-BT 23_24-35208	"City, Creek St"	0		P1410006
203-3396	BT 23_24-35208	26581825-BT 23_24-35208	"Fortitude Valley, Warner St"	0		2030025
230-3396	BT 23_24-35208	26581826-BT 23_24-35208	"Fortitude Valley, Brunswick St"	0		2300013
P206-3396	BT 23_24-35208	26581827-BT 23_24-35208	"Fortitude Valley, Brunswick St"	0		P2060004
351-3396	BT 23_24-35208	26581828-BT 23_24-35208	"City, Queen St"	0		3510004
359-3396	BT 23_24-35208	26581829-BT 23_24-35208	"City, Queen St"	0		3590012
454-3396	BT 23_24-35208	26581830-BT 23_24-35208	Queen Street station	0		4540007
330-3396	BT 23_24-35208	26581831-BT 23_24-35208	Cultural Centre station	0		3300027
100-3396	BT 23_24-35208	26581832-BT 23_24-35208	Queen Street station	0		1000009
172-3396	BT 23_24-35208	26581833-BT 23_24-35208	"City, Eagle St at Riverside"	0		1720011
185-3396	BT 23_24-35208	26581834-BT 23_24-35208	"Fortitude Valley, Ballow St"	0		1850007
353-3396	BT 23_24-35208	26581835-BT 23_24-35208	Elizabeth Street Stop 87 near Edward St	0		3530042
460-3396	BT 23_24-35208	26581836-BT 23_24-35208	Queen Street station	0		4600035
444-3396	BT 23_24-35208	26581837-BT 23_24-35208	Queensland Theatre	0		4440024
222-3396	BT 23_24-35208	26581838-BT 23_24-35208	Carindale interchange	1		2220002
333-3396	BT 23_24-35208	26581839-BT 23_24-35208	Chermside Interchange	1		3330020
417-3396	BT 23_24-35208	26581840-BT 23_24-35208	"Spring Hill, Wickham Tce"	0		4170005
301-3396	BT 23_24-35208	26581841-BT 23_24-35208	Toombul Interchange	1		3010022
120-3396	BT 23_24-35208	26581842-BT 23_24-35208	Queen Street station	0		1200005
204-3396	BT 23_24-35208	26581843-BT 23_24-35208	"Fortitude Valley, Warner St"	0		2040628
598-3396	BT 23_24-35208	26581844-BT 23_24-35208	Chermside Interchange	1		5980011
30-3396	BT 23_24-35208	26581845-BT 23_24-35208	"City, Queen St"	1		300002
393-3396	BT 23_24-35208	26581846-BT 23_24-35208	Teneriffe Ferry	0		3930001
370-3396	BT 23_24-35208	26581847-BT 23_24-35208	Chermside Interchange	1		3700011
140-3396	BT 23_24-35208	26581848-BT 23_24-35208	Queen Street station	0		1400016
340-3396	BT 23_24-35208	26581849-BT 23_24-35208	Woolloongabba station	0		3400007
66-3396	BT 23_24-35208	26581850-BT 23_24-35208	RBWH-UQ loop	0		660013
476-3396	BT 23_24-35208	26581851-BT 23_24-35208	"Spring Hill, Wickham Tce"	0		4760005
186-3396	BT 23_24-35208	26581852-BT 23_24-35208	"Riverside, Creek St"	0		1860052
352-3396	BT 23_24-35208	26581853-BT 23_24-35208	"City, Queen St"	0		3520009
445-3396	BT 23_24-35208	26581854-BT 23_24-35208	"Spring Hill, Wickham Tce"	0		4450044
357-3396	BT 23_24-35208	26581855-BT 23_24-35208	"City, Queen St"	0		3570009
60-3396	BT 23_24-35208	26581856-BT 23_24-35208	West End Ferry	1		600059
104-3396	BT 23_24-35208	26581857-BT 23_24-35208	Corinda station	1		1040014
156-3396	BT 23_24-35208	26581858-BT 23_24-35208	"City, Eagle St at Riverside"	0		1560001
131-3396	BT 23_24-35208	26581859-BT 23_24-35208	"Riverside, Creek St"	0		1310002
322-3396	BT 23_24-35208	26581860-BT 23_24-35208	"City, Anzac Square"	0		3220006
29-3396	BT 23_24-35208	26581861-BT 23_24-35208	Woolloongabba - UQ Shuttle	0		290014
373-3396	BT 23_24-35208	26581862-BT 23_24-35208	Elizabeth Street Stop 87 near Edward St	0		3730071
412-3396	BT 23_24-35208	26581863-BT 23_24-35208	"City, Roma St"	0		4120001
471-3396	BT 23_24-35208	26581864-BT 23_24-35208	"Spring Hill, Wickham Tce"	0		4710007
66-3396	BT 23_24-35208	26581865-BT 23_24-35208	RBWH station	0		660014
160-3396	BT 23_24-35208	26581866-BT 23_24-35208	Queen Street station	0		1600002
385-3396	BT 23_24-35208	26581867-BT 23_24-35208	The Gap park 'n' ride	1		3850018
111-3396	BT 23_24-35208	26581868-BT 23_24-35208	Roma Street station	0		1110008
222-3396	BT 23_24-35208	26581869-BT 23_24-35208	Roma Street station	0		2220003
369-3396	BT 23_24-35208	26581870-BT 23_24-35208	Mitchelton station	1		3690003
214-3396	BT 23_24-35208	26581871-BT 23_24-35208	Queen Street station	0		2140002
P384-3396	BT 23_24-35208	26581872-BT 23_24-35208	"City, George St"	0		P3840005
369-3396	BT 23_24-35208	26581873-BT 23_24-35208	Toombul Interchange	0		3690001
199-3396	BT 23_24-35208	26581874-BT 23_24-35208	West End Ferry	1		1990022
333-3396	BT 23_24-35208	26581875-BT 23_24-35208	Cultural Centre station	0		3330018
380-3396	BT 23_24-35208	26581876-BT 23_24-35208	"The Gap, Waterworks Rd"	1		3800016
383-3396	BT 23_24-35208	26581877-BT 23_24-35208	"City, Eagle St Pier"	0		3830001
77-3396	BT 23_24-35208	26581878-BT 23_24-35208	"Chermside, Hamilton Rd"	0		770001
P231-3396	BT 23_24-35208	26581879-BT 23_24-35208	"City, Ann St Stop 10A at King George Sq"	0		P2310002
P142-3396	BT 23_24-35208	26581880-BT 23_24-35208	"City, Creek St"	0		P1420004
170-3396	BT 23_24-35208	26581881-BT 23_24-35208	Queen Street station	0		1700002
P205-3396	BT 23_24-35208	26581882-BT 23_24-35208	"City, Queen St"	0		P2050039
390-3396	BT 23_24-35208	26581883-BT 23_24-35208	"City, Queen St"	0		3900012
138-3396	BT 23_24-35208	26581884-BT 23_24-35208	"Riverside, Creek St"	0		1380001
P179-3396	BT 23_24-35208	26581885-BT 23_24-35208	"City, Eagle St at Riverside"	0		P1790001
178-3396	BT 23_24-35208	26581886-BT 23_24-35208	"Fortitude Valley, Warner St"	0		1780005
301-3396	BT 23_24-35208	26581887-BT 23_24-35208	Cultural Centre station	0		3010020
P211-3396	BT 23_24-35208	26581888-BT 23_24-35208	"Fortitude Valley, Ballow St"	0		P2110003
345-3396	BT 23_24-35208	26581889-BT 23_24-35208	Cultural Centre station	0		3450012
P443-3396	BT 23_24-35208	26581890-BT 23_24-35208	Queen Street station	0		P4430004
174-3396	BT 23_24-35208	26581891-BT 23_24-35208	Garden City interchange	1		1740012
227-3396	BT 23_24-35208	26581892-BT 23_24-35208	"City, Edward St"	0		2270003
590-3396	BT 23_24-35208	26581893-BT 23_24-35208	Toombul Interchange	0		5900004
130-3396	BT 23_24-35208	26581894-BT 23_24-35208	Queen Street station	0		1300006
460-3396	BT 23_24-35208	26581895-BT 23_24-35208	"Heathwood, Parkwood Dr"	1		4600033
100-3396	BT 23_24-35208	26581896-BT 23_24-35208	Queen Street station	0		1000009
433-3396	BT 23_24-35208	26581897-BT 23_24-35208	"Spring Hill, Wickham Tce"	0		4330027
397-3396	BT 23_24-35208	26581898-BT 23_24-35208	Mitchelton station	0		3970010
200-3396	BT 23_24-35208	26581899-BT 23_24-35208	"Carindale Heights, Cribb Rd E"	1		2000021
P157-3396	BT 23_24-35208	26581900-BT 23_24-35208	Queen Street station	0		P1570001
330-3396	BT 23_24-35208	26581901-BT 23_24-35208	"Bracken Ridge, Barrett St"	1		3300024
375-3396	BT 23_24-35208	26581902-BT 23_24-35208	Bardon	0		3750013
375-3396	BT 23_24-35208	26581903-BT 23_24-35208	Stafford City	1		3750011
329-3396	BT 23_24-35208	26581904-BT 23_24-35208	Carseldine station	0		3290005
